what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265435505
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265448727
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250265454148
activated,view,org.eclipse.wst.internet.monitor.ui,1.0.304.v200805140145,"org.eclipse.wst.internet.monitor.view",1250265464065
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265479867
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265488509
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250265516476
activated,view,org.eclipse.wst.server.ui,1.1.102.v20090515,"org.eclipse.wst.server.ui.ServersView",1250265518028
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265526949
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.properties",1250265530674
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265530723
activated,view,org.eclipse.wst.internet.monitor.ui,1.0.304.v200805140145,"org.eclipse.wst.internet.monitor.view",1250265532031
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265534535
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265537178
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265558990
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265559913
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265560427
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265701747
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265704446
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265706817
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265715045
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250265971387
activated,editor,com.springsource.sts.config.ui,2.1.0.200907010821-CI-R3299-B298,"com.springsource.sts.config.ui.editors.SpringConfigEditor",1250265981850
activated,editor,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1250265991259
closed,editor,com.springsource.sts.config.ui,2.1.0.200907010821-CI-R3299-B298,"com.springsource.sts.config.ui.editors.SpringConfigEditor",1250265991262
