what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.wsdl,1.2.0.v200904112052,"org.eclipse.wst.wsdl",1250259605245
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.0.I20090429-1800,"org.eclipse.ui.views.properties.tabbed",1250259605770
started,bundle,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui",1250259605772
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.newWizard",1250259704752
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259704797
started,bundle,org.eclipse.draw2d,3.5.0.v20090528-1511,"org.eclipse.draw2d",1250259704896
started,bundle,org.eclipse.wst.wsi,1.0.305.v200902181431,"org.eclipse.wst.wsi",1250259705769
opened,editor,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1250259706434
activated,editor,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1250259706908
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259713297
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259721904
started,bundle,org.eclipse.wst.common.core,1.1.201.v200806010600,"org.eclipse.wst.common.core",1250259738315
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259771347
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259780116
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259789534
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259799766
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259815358
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259820521
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259823003
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259824698
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1250259841019
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1250259867043
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259875913
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259878596
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250259888853
