what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250264086078
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250264113663
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1250264115247
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1250264115679
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264115946
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264123696
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1250264130281
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1250264130453
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264188416
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264191228
activated,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250264200054
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1250264200070
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264207615
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264208782
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264210323
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264675054
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264706039
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264707705
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264708339
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264736700
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264784485
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264791988
activated,editor,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1250264794787
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264804712
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250264805901
