what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250260382538
opened,editor,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1250260396569
started,bundle,org.eclipse.emf.common.ui,2.5.0.v200906151043,"org.eclipse.emf.common.ui",1250260396594
started,bundle,org.eclipse.emf.edit.ui,2.5.0.v200906151043,"org.eclipse.emf.edit.ui",1250260396595
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250260397009
activated,editor,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1250260397026
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250260407691
activated,editor,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1250260408599
closed,editor,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1250260408607
closed,editor,org.eclipse.wst.xml.ui,1.1.0.v200905242047,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1250260408671
opened,editor,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1250260409858
activated,editor,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1250260410149
activated,editor,org.eclipse.wst.wsdl.ui,1.2.202.v200904271449,"org.eclipse.wst.wsdl.ui.internal.WSDLEditor",1250260412987
closed,editor,org.eclipse.wst.xsd.ui,1.2.203.v200904300717,"org.eclipse.wst.xsd.ui.internal.editor.InternalXSDMultiPageEditor",1250260412998
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250260415285
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250260419083
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250260424976
executed,command,org.maven.ide.eclipse.launching,0.9.8.200905041413,"org.maven.ide.eclipse.actions.LifeCycleGenerateSources.run",1250260431652
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250260432055
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250260434620
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20090504,"org.eclipse.ui.externaltools",1250260434762
activated,editor,org.maven.ide.eclipse.editor,0.9.8.200905041414,"org.maven.ide.eclipse.editor.MavenPomEditor",1250260450693
executed,command,org.eclipse.wst.sse.ui,1.1.100.v200905141750,"org.eclipse.wst.sse.ui.format.document",1250260465214
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250260470675
activated,view,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.PackageExplorer",1250260478573
